scenario_id,scenario_description,time,S,E,I,R,beta,sigma,gamma
long_latent,"Long latent period: beta=0.5, sigma=0.1, gamma=0.1",160.0,0.005572990168834886,2.3473867548602913e-05,0.00013399782192861302,0.994269538141688,0.5,0.1,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",0.0,0.99,0.01,0.0,0.0,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",1.0,0.99,0.005,0.005,0.0,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",2.0,0.987525,0.004975,0.007,0.0005,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",3.0,0.9840686625,0.0059438375,0.0087875,0.0012000000000000001,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",4.0,0.9797449108141406,0.007295670435859375,0.01088066875,0.0020787500000000003,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",5.0,0.9744147708971072,0.008977975134963165,0.013440437092929688,0.0031668168750000002,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",6.0,0.9678664906817751,0.011037267782813612,0.016585380951118302,0.004510860584292969,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",7.0,0.9598402734528855,0.013544851120296422,0.020445476747413278,0.006169398679404799,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",8.0,0.9500280774568296,0.016584621556204097,0.02517335463282016,0.008213946354146127,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",9.0,0.938070380604351,0.020250007630580602,0.030948329947640192,0.010731281817428143,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",10.0,0.9235545247778251,0.024640859641816233,0.03797850076816647,0.013826114812192163,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",11.0,0.906016916663466,0.029858037935267243,0.046501080512257945,0.01762396488900881,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",12.0,0.8849515338698482,0.035994401761251384,0.05677999142866577,0.022274072940234604,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",13.0,0.8598277636158909,0.04312097113458299,0.06909919316642489,0.02795207208310118,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",14.0,0.8301210612519161,0.05126718793126628,0.0837497594170739,0.03486199139974367,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",15.0,0.7953598416684691,0.060394813549080155,0.10100837744099964,0.04323696734145106,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",16.0,0.7551908381241379,0.0703664103188713,0.12110494647143975,0.05333780508555103,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",17.0,0.7094621651107652,0.08091187817280837,0.14417765698373142,0.065448299732695,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",18.0,0.6583178687686275,0.09160023542854184,0.17021583037176247,0.07986606543106814,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",19.0,0.6022898074281171,0.10182817905478136,0.19899436504885715,0.09688764846824438,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",20.0,0.5423636685258388,0.11084022842966898,0.23000901807136212,0.11678708497313009,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",21.0,0.47998940110823385,0.11779438163243945,0.2624282304790604,0.1397879867802663,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",22.0,0.417008016517465,0.1218785754069886,0.2950825982473741,0.16603080982817234,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",23.0,0.3554821120154863,0.12246519220547303,0.326513626126131,0.19553906965290974,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",24.0,0.29744723530691036,0.11926747281131247,0.3550948596162544,0.22819043226552282,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",25.0,0.2446362431746352,0.1124447285379314,0.3792191100602852,0.2636999182271483,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",26.0,0.19825087396204685,0.10260773348155404,0.39751956332322236,0.3016218292331768,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",27.0,0.15884657353912682,0.09070816716369705,0.4090714737316771,0.3413737855654991,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",28.0,0.1263567725716879,0.07784388454928745,0.41351840994035793,0.3822809329386668,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",29.0,0.10023134673216799,0.06504736811416363,0.41108851122096585,0.4236327739327026,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",30.0,0.07962936917926831,0.0531256616099815,0.40250334415595107,0.4647416250547992,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",31.0,0.06360382548542616,0.042588374498832904,0.3888158405453467,0.5049919594703943,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",32.0,0.0512387380514184,0.03365927468342421,0.37122844374022845,0.543873543524929,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",33.0,0.04172809955839776,0.026340275834732745,0.3509352367079177,0.5809963878989518,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",34.0,0.03440616931044883,0.02049206816531531,0.3290118509544923,0.6160899115697436,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",35.0,0.02874615058590662,0.015906052807199863,0.3063566999417007,0.6489910966651928,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",36.0,0.02434286267114385,0.012356314318362701,0.2836740563511306,0.679626766659363,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",37.0,0.020890143372582902,0.009630876457742297,0.2614848078751989,0.707994172294476,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",38.0,0.018158915809450303,0.007546665792003748,0.24015176531655016,0.7341426530819959,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",39.0,0.015978467965513252,0.005953780739938925,0.219909921680897,0.7581578296136509,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",40.0,0.014221556146074881,0.004733802189407833,0.20089581988277677,0.7801488217817406,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",41.0,0.012793030555087553,0.0037954266856912444,0.183173138989203,0.8002384037700183,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",42.0,0.011621360773107466,0.003069383124825709,0.16675353843312835,0.8185557176689386,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",43.0,0.010652409257945653,0.0025036430775746675,0.15161287615222835,0.8352310715122515,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",44.0,0.00984488805517177,0.002059342741561216,0.13770341007579284,0.8503923591274744,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",45.0,0.009167050726665973,0.0017075086992864043,0.12496274043899416,0.8641627001350536,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",46.0,0.008594280836392246,0.0014265242399169285,0.11332022074473795,0.876658974178953,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",47.0,0.008107327935631126,0.0012002150207195846,0.10270146079022262,0.8879909962534268,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",48.0,0.007691010724583777,0.0010164247214071406,0.09303142222156015,0.898261142332449,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",49.0,0.007333257891569127,0.0008659651937182206,0.0842364923601077,0.907564284554605,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",50.0,0.007024393930390196,0.0007418465580380414,0.07624582572095605,0.9159879337906158,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",51.0,0.006756603572684259,0.0006387136367249569,0.06899216642787946,0.9236125163627115,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",52.0,0.006523527213597341,0.0005524331774493972,0.062412306603453996,0.9305117330054994,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",53.0,0.006319953023301834,0.00047979077902020513,0.056447292531833296,0.9367529636658448,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",54.0,0.006141580904754953,0.000418267508056984,0.05104245866816007,0.9423976929190282,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",55.0,0.005984840210010895,0.0003658744487725499,0.04614734655537255,0.9475019387858442,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",56.0,0.005846747962385945,0.0003210294720112257,0.04171554912422157,0.9521166734413815,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",57.0,0.005724797811465018,0.00028246488692653944,0.03770450894780503,0.9562882283538037,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",58.0,0.005616872466311639,0.0002491577886166484,0.034075290496487796,0.9600586792485841,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",59.0,0.005521174185825992,0.00022027717479397067,0.03079234034114734,0.9634662082982329,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",60.0,0.0054361692485196365,0.00019514352470334083,0.027823244894429593,0.9665454423323476,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",61.0,0.005360543314375072,0.00017319769649623497,0.025138492167338305,0.9693277668217906,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",62.0,0.005293165326314524,0.00015397683630866523,0.022711241798852592,0.9718416160385244,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",63.0,0.005233058147510908,0.00013709559695794843,0.020517106037121667,0.9741127402184097,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",64.0,0.005179374543055455,0.0001222314029344266,0.018533943231888474,0.9761644508221218,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",65.0,0.005131377426176616,0.00010911281834605235,0.01674166461016684,0.9780178451453106,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",66.0,0.005088423526248001,9.751030910164121e-05,0.015122054558323182,0.9796920116063274,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",67.0,0.005049949817158112,8.722886364070936e-05,0.013658604257041684,0.9812042170621597,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",68.0,0.005015462184122871,7.810206485559601e-05,0.012336358263157871,0.9825700774878638,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",69.0,0.00498452591494354,6.9987301607128e-05,0.011141773469269882,0.9838037133141796,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",70.0,0.004956757685645537,6.276188010156707e-05,0.010062589773146459,0.9849178906611066,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",71.0,0.004931818776047766,5.6319849648554476e-05,0.009087711735882596,0.9859241496384212,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",72.0,0.0049094093023625985,5.056939850944495e-05,0.008207100487118613,0.9868329208120095,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",73.0,0.004889263294624156,4.543070699316484e-05,0.007411675137661474,0.9876536308607213,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",74.0,0.004871144479023033,4.0834169097705763e-05,0.006693222977391909,0.9883947983744875,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",75.0,0.004854842650946436,3.6718912625449235e-05,0.006044317764201571,0.9890641206722267,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",76.0,0.004840170545107676,3.303156215148411e-05,0.005458245444094139,0.9896685524486468,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",77.0,0.00482696112569444,2.9725200488978363e-05,0.004928936680760467,0.9902143769930563,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",78.0,0.00481506523281992,2.6758493119009263e-05,0.00445090561292891,0.9907072706611323,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",79.0,0.004804349532384232,2.4094946995193146e-05,0.004019194298195523,0.9911523612224252,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",80.0,0.0047946947252606835,2.170228062114509e-05,0.0036293223418735676,0.9915542806522448,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",81.0,0.004785993978916258,1.9551886654998516e-05,0.0032772412479967834,0.9919172128864322,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",82.0,0.004778151550476073,1.7618371767683563e-05,0.0029592930665246044,0.9922449370112318,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",83.0,0.004771081575099009,1.5879161260905598e-05,0.0026721729457559857,0.9925408663178843,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",84.0,0.0047647069975455215,1.4314158183940012e-05,0.00241289523181084,0.9928080836124599,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",85.0,0.004758958628147845,1.2905448489646672e-05,0.002178762787721726,0.9930493731356409,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",86.0,0.004753774307164187,1.1637045228481215e-05,0.0019673392331943764,0.993267249414413,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",87.0,0.004749098163814069,1.0494665964358368e-05,0.0017764238324891792,0.9934639833377324,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",88.0,0.004744879958233555,9.465538562694141e-06,0.0016040287822224404,0.9936416257209814,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",89.0,0.0047410744962229565,8.538231291945586e-06,0.0014483586732815434,0.9938020285992036,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",90.0,0.004737641108039317,7.702503829612015e-06,0.001307791921599362,0.9939468644665318,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",91.0,0.004734543183655051,6.949176299071442e-06,0.0011808639813542317,0.9940776436586918,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",92.0,0.004731747757898179,6.2700139064079424e-06,0.0010662521713683442,0.9941957300568272,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",93.0,0.004729225139737565,5.657625113817085e-06,0.0009627619611847138,0.9943023552739639,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",94.0,0.004726948580702357,5.1053715921174375e-06,0.000869314577623151,0.9943986314700825,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",95.0,0.004724893978047917,4.60728845049853e-06,0.0007849358056568946,0.9944855629278447,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",96.0,0.004723039608817266,4.15801345590049e-06,0.0007087458693164543,0.9945640565084104,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",97.0,0.0047213658914105824,3.7527241346338646e-06,0.0006399502891127591,0.9946349310953421,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",98.0,0.004719855171676975,3.3870818009245934e-06,0.0005778316222688002,0.9946989261242534,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",99.0,0.004718491530891613,3.057181685824243e-06,0.0005217420009423824,0.9947567092864803,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",100.0,0.004717260613285234,2.7595084492906594e-06,0.0004710963916910563,0.9948088834865746,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",101.0,0.004716149471058442,2.4908964514378365e-06,0.00042536650674659596,0.9948559931257437,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",102.0,0.004715146425045542,2.248494238618386e-06,0.00038407530429765527,0.9948985297764183,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",103.0,0.004714240939396539,2.0297327683128767e-06,0.0003467920209871989,0.9949369373068481,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",104.0,0.004713423508825141,1.8322969555533966e-06,0.00031312768527263547,0.9949716165089468,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",105.0,0.004712685557128627,1.6541001742907182e-06,0.0002827310652231486,0.9950029292774741,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",106.0,0.004712019345824813,1.4932613909597212e-06,0.0002552850087879791,0.9950312023839964,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",107.0,0.004711417891874759,1.3480846455338679e-06,0.00023050313860466105,0.9950567308848752,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",108.0,0.004710874893569081,1.2170406284445777e-06,0.00020812686706696187,0.9950797811987357,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",109.0,0.00471038466375271,1.098750130593759e-06,0.00018792270067448797,0.9951005938854425,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",110.0,0.0047099420696490955,9.91969168910929e-07,0.00016967980567233606,0.9951193861555099,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",111.0,0.004709542478621542,8.955756120084739e-07,0.0001532078096895579,0.9951363541360772,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",112.0,0.004709181709277648,8.08557149899006e-07,0.00013833481652660636,0.9951516749170461,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",113.0,0.004708855987383776,7.3000046882119e-07,0.00012490561344889522,0.9951655083986988,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",114.0,0.0047085619061109025,6.590815072839319e-07,0.00011278005233841629,0.9951779989600437,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",115.0,0.004708296390181797,5.950566827468963e-07,0.00010183158785821662,0.9951892769652775,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",116.0,0.004708056663533038,5.37254990133109e-07,9.194595741376841e-05,0.9951994601240634,0.5,0.5,0.1
short_latent,"Short latent period: beta=0.5, sigma=0.5, gamma=0.1",117.0,0.004707840220144295,4.850708838099631e-07,8.301998916745812e-05,0.9952086547198047,0.5,0.5,0.1
